"Airport","Origin","Lat","Long"
"Noyabrsk","NOJ",63.110079,75.162243
"Washington","ZWU",38.89746,-77.00643
"Aktau","SCO",43.86005,51.091978
"Ukhta","UCT",63.340297,53.482592
"Usinsk","USK",66.00077,57.221113
"Pechora","PEX",65.070387,57.082045
"Naryan-Mar","NNM",67.380537,53.051016
"Pskov","PKV",57.783917,28.395614
"Kogalym","KGP",62.18,74.53
"Krasnoyarsk","KJA",56.18,92.475
"Karaganda","KGF",49.670833,73.334444
"Novosibirsk","",55.1,82.9
"Uraj","URJ",60.1,64.83
"Turkmenabat","CRZ",39.083333,63.602222
"Ivanovo","IWA",56.939444,40.940833
"Changchun","CGQ",43.5412,125.1201
"Niigata","KIJ",37.5711,139.0646
"Johnston Island","JON",16.7286,-169.534
"Fort Wayne IN","SMD",41.143353,-85.152778
"Arcata CA","ACV",40.978111,-124.108611
"Austin TX","ATT",30.31666,-97.7666
"Jacksonville NC","OAJ",34.829164,-77.612139
"Tuscaloosa AL","TCL",33.220627,-87.611403
"Dubuque IA","DBQ",42.402,-90.709472
"Forde","FDE",61.392,5.763
"Hong Kong","",22.289372,114.152153
"Yakutia","PYJ",66.400431,112.030325
"Nakhchivan","NAJ",39.1888,45.4584
"Ganja","KVD",40.7377,46.3176
"Sandefjord","",59.186703,10.258628
"Ust Kamenogorsk","UKK",50.0366,82.4942
"Petropavlosk","PPK",54.7747,69.1839
"Grand Bourg","GBJ",15.86875,-61.270022
"St-François","SFC",16.2578,-61.2625
"Codrington","BBQ",17.6358,-61.8286
"Ji-Paraná","JPR",-10.8708,-61.8465
"Maracay","MYC",10.249978,-67.649419
"Nazca","NZA",-14.854192,-74.961811
"Cajamarca","CJA",-7.139183,-78.4894
"Gatokae","GTA",-8.75,158.2
"Boorama","BXX",9.933,43.15
"Mucuri","MVS",-18.0489,-39.8642
"Paramaribo","ORG",5.81108,-55.1907
"Reyes","REY",-14.3044,-67.3534
"Puerto Rico/Manuripi","PUR",-11.1077,-67.5512
"Yopal","EYP",5.319114,-72.383975
"Esmeraldas","ESM",0.978519,-79.6266
"Pucon","ZPC",-39.2928,-71.9159
"Toledo","TOW",-24.6863,-53.6975
"Santa Maria","RIA",-29.711358,-53.688153
"Lençóis","LEC",-12.4823,-41.277
"Goulburn","GUL",-34.8103,149.726
"Juazeiro Do Norte","JDO",-7.218958,-39.2701
"Santa Teresita","SST",-36.542317,-56.721756
"Gobernador Gregores","GGS",-48.7831,-70.15
"San Antonio Oeste","OES",-40.7512,-65.0343
"Las Heras","LHS",-46.533056,-68.951111
"Tartagal","TTG",-22.619167,-63.793189
"Masbate","MBT",12.3694,123.629
"Catarman","CRM",12.502417,124.635778
"Jolo","JOL",6.05367,121.011
"Camiguin","CGM",9.25352,124.707
"Cuyo","CYU",10.8581,121.069
"Chongju","CJJ",36.7166,127.499119
"Sacheon","HIN",35.088543,128.07037
"Wonju","WJU",37.438081,127.960383
"Mokpo","MPK",34.758906,126.379872
"Kunsan","KUV",35.903756,126.615906
"Miyakejima","MYE",34.0736,139.56
"Shonai","SYO",38.812222,139.787222
"Odate Noshiro","ONJ",40.1919,140.371
"Fukushima","FKS",37.2274,140.431
"Iwami","IWJ",34.6764,131.79
"Nagoya","NKM",35.255,136.924
"Saga","HSG",33.1497,130.302
"Sapporo","OKD",43.1161,141.38
"Kushiro","KUH",43.041,144.193
"Matsu Islands","MFK",26.224153,120.00275
"Hengchun","HCN",22.041075,120.730208
"Matsu Islands","LZN",26.1598,119.958
"Eniwetok Atoll","ENT",11.34075,162.327861
"Molokai","LUP",21.211,-156.974
"El Nido","ENI",11.202,119.417
"Wipim","WPM",-8.78822,142.882
"Baimuru","VMU",-7.49686,144.82
"Nuku","UKU",-3.667,142.483
"Tufi","TFI",-9.07595,149.32
"Suki","SKC",-8.033,141.717
"Balimo","OPU",-8.05,142.933
"Obo","OBX",-7.583,141.317
"Losuia","LSA",-8.50582,151.081
"Londolovit","LNV",-3.04361,152.629
"Lake Murray","LMY",-7.00992,141.494
"Kamusi","KUY",-7.42035,143.122
"Kokoda","KKD",-8.88468,147.731
"Kandrian","KDR",-6.183,149.533
"Jacquinot Bay","JAQ",-5.6525,151.507
"Nissan Island","IIS",-4.49972,154.226
"Ihu","IHU",-7.89756,145.396
"Gasmata Island","GMI",-6.27111,150.331
"Aitape","ATP",-3.18985,142.43
"Wrangell","WRG",56.4843,-132.37
"Chevak","VAK",61.5338,-165.584
"Aniak","ANI",61.5816,-159.543
"Mountain Village","MOU",62.0954,-163.682
"Mcgrath","MCG",62.9529,-155.606
"Kalskag","KLG",61.5363,-160.341
"Haines","HNS",59.2438,-135.524
"Holy Cross","HCR",62.1883,-159.775
"Skagway","SGY",59.4601,-135.316
"Gustavus","GST",58.4253,-135.707
"Adak Island","ADK",51.878,-176.646
"Boca de Sábalo","SAX",8.017,-78.2
"Contadora Island","OTD",8.62876,-79.0347
"El Real","ELE",8.133,-77.7
"Bahia Piña","BFQ",7.583,-78.2
"Sayun Intl","GXF",15.966111,48.7883
"Kamishly","KAC",37.020625,41.191394
"Sulaymaniyah","ISU",35.5608,45.3147
"Turbat","TUK",25.986369,63.030167
"Sehwan Sharif","SYW",26.4731,67.7172
"Skardu","KDU",35.335508,75.536047
"Parachinar","PAJ",33.9021,70.0716
"Ormara Raik","ORW",25.2747,64.586
"Khuzdar","KDD",27.7906,66.6473
"Hyderabad","HDD",25.3181,68.3661
"Jiwani","JIW",25.0678,61.8054
"Dera Ismael Khan","DSK",31.909422,70.896639
"Dera Ghazi Khan","DEA",29.961011,70.485925
"Dalbandin","DBA",28.8783,64.3998
"Chitral","CJL",35.886592,71.800578
"Bahawalpur","BHV",29.3481,71.717981
"Bannu","BNP",32.9729,70.5279
"Al Ain","AAN",24.261667,55.609167
"Uromiyeh","OMH",37.6681,45.0687
"Ardabil","ADU",38.325678,48.424356
"Lar","LRR",27.674725,54.383278
"Dasht-e-naz","SRY",36.635833,53.193611
"Noshahr","NSH",36.663333,51.464722
"Sabzevar","AFZ",36.168083,57.595183
"Bojnourd","BJB",37.492958,57.308219
"Rafsanjan","RJN",30.297714,56.051139
"Bam","BXR",29.084169,58.450042
"Khorram Abad","KHD",33.435378,48.282889
"Wadi-al-dawasir","EWD",20.504275,45.199556
"Al-Jawf","AJF",29.785133,40.100006
"Dawadmi","DWD",24.5,44.4
"Saul","XAU",3.61361,-53.2042
"Faizabad","FBD",37.1211,70.5181
"Île des Pins","ILP",-22.5889,167.456
"Waala","BMY",-19.7206,163.661
"Tiga","TGJ",-21.0961,167.804
"Ipota","IPA",-18.8783,169.308
"Futuna Island","FTA",-19.5164,170.232
"Dillon's Bay","DLY",-18.7694,169.001
"Aniwa","AWD",-19.24,169.605
"Anelghowhat","AUY",-20.2492,169.771
"Olpoi","OLZ",-14.8817,166.558
"Malekula Island","SWJ",-16.495,167.438
"Valesdir","VLS",-16.7961,168.177
"Ambryn Island","ULB",-16.333,168.283
"Tongoa Island","TGH",-16.8911,168.551
"Santo","SON",-15.505033,167.219742
"Redcliffe","RCL",-15.472,167.835
"Gaua Island","ZGU",-14.2181,167.587
"Norsup","NUS",-16.0797,167.401
"Lonorore","LNE",-15.8656,168.172
"Maewo Island","MWF",-15,168.083
"Lamen Bay","LNB",-16.5842,168.159
"Lamap","LPM",-16.454,167.823
"Paama Island","PBJ",-16.439,168.257
"Pentecost Island","SSR",-15.4708,168.152
"Longana","LOD",-15.3067,167.967
"Craig Cove","CCV",-16.265,167.924
"Sangafa","EAE",-17.0903,168.343
"Loh/Linua","TOH",-13.328,166.638
"Sola","SLH",-13.8517,167.537
"Ablow","MTV",-13.666,167.712
"Ua Huka","UAH",-8.93611,-139.552
"Ua Pou","UAP",-9.35167,-140.078
"Hiva-oa","AUQ",-9.768794,-139.011256
"Ahe","AHE",-14.4281,-146.257
"Apataki","APK",-15.5736,-146.415
"Savaii Island","MXS",-13.733,-172.3
"Mountain","MWP",28,85.333
"Futuna Island","FUT",-14.3114,-178.066
"Alofi","IUE",-19.080028,-169.925639
"Vanua Balavu","VBV",-17.269,-178.976
"Niuatoputapu","NTT",-15.9767,-173.755
"Angaha, Niuafo'ou Island","NFO",-15.5708,-175.633
"Lifuka","HPA",-19.777,-174.341
"Eua Island","EUA",-21.3783,-174.958
"Savusavu","SVU",-16.8028,179.341
"Rotuma","RTA",-12.4825,177.071
"Koro Island","KXF",-17.3458,179.422
"Matei","TVU",-16.6906,-179.877
"Lambasa","LBS",-16.466749,179.33986
"Lakeba Island","LKB",-18.1992,-178.817
"Ngau","NGI",-18.1156,179.34
"Moala","MFJ",-18.5667,179.951
"Mana Island","MNF",-17.6731,177.098
"Vunisea","KDV",-19.0581,178.157
"Malolo Lailai Island","PTF",-17.7779,177.197
"Cicia","ICI",-17.7433,-179.342
"Penrhyn Island","PYE",-9.00667,-158.037
"Mitiaro Island","MOI",-19.8425,-157.703
"Mauke Island","MUK",-20.1361,-157.345
"Manihiki Island","MHX",-10.3767,-161.002
"Mangaia Island","MGS",-21.8956,-157.905
"Atiu Island","AIU",-19.9678,-158.119
"Nassau","PID",25.083,-77.3
"Colonel Hill","CRI",22.745561,-74.182353
"Cat Island","CAT",24.315292,-75.452331
"Arthur's Town","ATC",24.629417,-75.673775
"Andros","COX",24.158933,-77.589758
"Long Banga","LBP",3.18495,115.454
"Salina Cruz","SCX",16.2126,-95.2016
"Trinidad","TND",21.788461,-79.997203
"Cayo Coco","CCC",22.5132,-78.511
"Port-de-Paix","PAX",19.9336,-72.8486
"Jeremie","JEE",18.6631,-74.1703
"Playa Samara","PLD",10.25,-85.417
"San Jose","SYQ",9.957053,-84.139797
"Puerto Jimenez","PJM",8.53333,-83.3
"Nandayure","PBP",9.85611,-85.3708
"Nicoya","TNO",10.3557,-85.852892
"Pococi","BCL",10.768736,-83.585614
"Roxana","TTQ",10.569,-83.5148
"La Palma","PLP",8.40667,-78.1417
"Jaqué","JQE",7.51778,-78.1572
"Colón","ONX",9.35664,-79.8674
"Chitré","CTD",7.98784,-80.4097
"Jalapa","JAL",19.475083,-96.797506
"Guerrero Negro","GUB",28.0261,-114.024
"Ciudad Constitución","CUA",25.0538,-111.615
"Celaya","CYW",20.545994,-100.88655
"Mili Island","MIJ",6.08333,171.733
"Puerto Lempira","PEU",15.2622,-83.7812
"Ahuas","AHS",15.4722,-84.3522
"Wotho Island","WTO",10.1733,166.003
"Wotje Atoll","WTE",9.46667,170.233
"Majuro Atoll","WJA",7.083,171.133
"Jabor Jaluit Atoll","UIT",5.90924,169.637
"Rongelap Island","RNP",11.1572,166.887
"Namorik Atoll","NDK",5.63167,168.125
"Majkin","MJE",7.833,168.167
"Mejit Atoll","MJB",10.2833,170.883
"Maloelap Island","MAV",8.70444,171.23
"Likiep Island","LIK",9.82316,169.308
"Kaben","KBT",8.90056,170.844
"Ailinglapalap Atoll","JEJ",7.56535,168.962
"Ailinglapalap Atoll","JAT",7.45235,168.552
"Bikini Atoll","BII",11.5225,165.565
"Aur Atoll","AUL",8.14528,171.173
"Ailuk Island","AIM",10.2168,169.983
"Utirik Island","UTK",11.222,169.852
"Quezaltenango","AAZ",14.8656,-91.502
"Puerto Barrios","PBR",15.730878,-88.583767
"La Isabela","JBQ",18.5725,-69.9856
"Samana","AZS",19.267,-69.742
"Salt Cay","SLX",21.333,-71.2
"Middle Caicos","MDS",21.833,-71.817
"Cockburn Town","GDT",21.4445,-71.1423
"Žilina","ILZ",49.231528,18.6135
"Ubari","QUB",26.5675,12.8231
"Misratah","MRA",32.325,15.061
"Samsun","SZF",41.2545,36.5671
"Balikesir Korfez","EDO",39.5546,27.0138
"Isparta","ISE",37.8554,30.3684
"Adiyaman","ADF",37.7314,38.4689
"Agri","AJI",39.6546,43.0271
"Kahramanmaras","KCM",37.539,36.9534
"Sanliurfa","SFQ",37.094261,38.847103
"Kars","KSY",40.562222,43.115002
"Usak","USQ",38.681478,29.471675
"Banja Luka","BNX",44.941444,17.297501
"Corvo","CVU",39.6715,-31.1136
"Salerno","QSR",40.6204,14.911294
"Aosta","AOT",45.738456,7.368719
"Sármellék","SOB",46.686389,17.159056
"Győr","QGY",47.627097,17.808347
"Pécs-Pogány","PEV",45.990928,18.240983
"Syros Island","JSY",37.422792,24.950936
"La Môle","LTT",43.2054,6.482
"Mulhouse","EAP",47.589583,7.529914
"Lake Tekapo","",-44,170.28
"Angers/Marcé","ANE",47.5603,-0.312222
"Île d'Yeu","IDY",46.718611,-2.391111
"Logroño-Agoncillo","RJL",42.4542,-2.32083
"Nicosia","ECN",35.1547,33.4961
"Yakima","YKM",46.5682,-120.544
"Kiwayu","KWY",-1.96056,41.2975
"Worland","WRL",43.9657,-107.951
"Valdosta","VLD",30.7825,-83.2767
"Victoria","VCT",28.8526,-96.9185
"Quincy","UIN",39.9427,-91.1946
"Tupelo","TUP",34.2681,-88.7699
"Santa Maria","SMX",34.8989,-120.457
"Salina","SLN",38.791,-97.6522
"Saranac Lake","SLK",44.3853,-74.2062
"Sheridan","SHR",44.7692,-106.98
"San Luis Obispo","SBP",35.2368,-120.642
"Rutland","RUT",43.5294,-72.9496
"Rock Springs","RKS",41.5942,-109.065
"Rhinelander","RHI",45.6312,-89.4675
"Reading","RDG",40.3785,-75.9652
"Portsmouth","PSM",43.0779,-70.8233
"Pellston","PLN",45.5709,-84.7967
"Pierre","PIR",44.3827,-100.286
"Pocatello","PIH",42.9098,-112.596
"Hattiesburg/Laurel","PIB",31.4671,-89.3371
"Owensboro","OWB",37.7401,-87.1668
"North Bend","OTH",43.4171,-124.246
"Muscle Shoals","MSL",34.7453,-87.6102
"Miles City","MLS",46.428,-105.886
"Muskegon","MKG",43.1695,-86.2382
"Lynchburg","LYH",37.3267,-79.2004
"Lewistown","LWT",47.0493,-109.467
"Lancaster","LNS",40.1217,-76.2961
"Klamath Falls","LMT",42.1561,-121.733
"Lebanon","LEB",43.6261,-72.3042
"North Platte","LBF",41.1262,-100.684
"Latrobe","LBE",40.2759,-79.4048
"Laramie","LAR",41.3121,-105.675
"Jamestown","JMS",46.9297,-98.6782
"Kirksville","IRK",40.0935,-92.5449
"Kili Island","KIO",5.64452,169.12
"Huntington","HTS",38.3667,-82.558
"Hot Springs","HOT",34.478,-93.0962
"Grand Island","GRI",40.9675,-98.3096
"Glasgow","GGW",48.2125,-106.615
"Fayetteville","FAY",34.9912,-78.8803
"New Bedford","EWB",41.6761,-70.9569
"Elko","EKO",40.8249,-115.792
"Eau Claire","EAU",44.8658,-91.4843
"Du Bois","DUJ",41.1783,-78.8987
"Dodge City","DDC",37.7634,-99.9656
"Hancock","CMX",47.1684,-88.4891
"Port Angeles","CLM",48.1202,-123.5
"Clarksburg","CKB",39.2966,-80.2281
"Sault Ste Marie","CIU",46.2508,-84.4724
"Cape Girardeau","CGI",37.2253,-89.5708
"Crescent City","CEC",41.7802,-124.237
"Burlington","BRL",40.7832,-91.1255
"Brunswick","BQK",31.2588,-81.4665
"Beckley","BKW",37.7873,-81.1242
"Scottsbluff","BFF",41.874,-103.596
"Bradford","BFD",41.8031,-78.6401
"Watertown","ATY",44.914,-97.1547
"Alpena","APN",45.0781,-83.5603
"Walla Walla","ALW",46.0949,-118.288
"Waterloo","ALO",42.5571,-92.4003
"Alamogordo","ALM",32.8399,-105.991
"Athens","AHN",33.9486,-83.3263
"Albany","ABY",31.5355,-84.1945
"Aberdeen","ABR",45.4491,-98.4218
"Tremiti Islands","TQR",42.1025,15.488
"Gheshm","GSM",26.9487,56.2688
"Diu","DIU",20.7131,70.9211
"Gulu","ULU",2.805556,32.271792
"Arua","RUA",3.05,30.917
"Tabora","TBO",-5.07639,32.8333
"Shinyanga","SHY",-3.667,33.417
"Musoma","MUZ",-1.483,33.8
"Lindi","LDI",-9.85111,39.7578
"Kigoma","TKQ",-4.883,29.633
"Bukoba","BKZ",-1.3,31.8
"Port Sudan","PZU",19.4336,37.2341
"Nyala","UYL",12.0535,24.9562
"Atbara","ATB",17.7,33.967
"Al Bayda'","LAQ",32.788673,21.964333
"Tripoli","MJI",32.8941,13.276
"Tobruk","TOB",31.861,23.907
"Sirt","SRX",31.0635,16.595
"Nanyuki","NYK",-0.067,37.033
"Malindi","MYD",-3.22931,40.1017
"Lokichoggio","LKG",4.204117,34.348186
"Amboseli National Park","ASV",-2.64505,37.2531
"Asyut","ATZ",27.046508,31.011983
"El Arish","AAC",31.073333,33.835833
"Burao","BUO",9.517,45.567
"Galcaio","GLK",6.78083,47.4547
"Mogadishu","MGQ",2.01444,45.3047
"Bosaso","BSA",11.2753,49.1494
"Alula","ALU",11.95,50.733
"Tippi","TIE",7.117,35.383
"Mizan Teferi","MTF",6.967,35.533
"Kabri Dehar","ABK",6.734,44.253
"Gore","GOR",8.167,35.55
"Gode","GDE",5.935128,43.578567
"Dembidollo","DEM",8.554,34.858
"Dessie","DSE",11.0825,39.7114
"Beica","BEI",9.38639,34.5219
"Baco","BCO",5.78287,36.562
"Sao Filipe, Fogo Island","SFL",14.885,-24.48
"Praia, Santiago Island","RAI",14.9245,-23.4935
"El Aroui","NDR",34.9888,-3.02821
"El Aaiún","EUN",27.1517,-13.2192
"Essadouira","ESU",31.3975,-9.681667
"Dakhla","VIL",23.7183,-15.932
"Smara","SMW",26.7318,-11.6847
"Iginniarfik","QFI",68.7,-52.9667
"Akunnaaq","QCU",68.75,-52.3333
"Groennedal","JGR",61.2333,-48.1
"Bissau","OXB",11.89485,-15.653681
"Kenema","KEN",7.89129,-11.1766
"Bo","KBS",7.9444,-11.761
"Bonthe","BTE",7.53242,-12.5189
"Ceuta","JCU",35.8969,-5.29908
"Carriacou Island","CRU",12.4761,-61.4728
"La Gomera","GMZ",28.0296,-17.2146
"Papa Stour","PSV",60.3217,-1.69306
"Outer Skerries","OUK",60.417,-0.75
"Foula","FOA",60.121,-2.052
"Gamba","GAX",-2.71016,9.96062
"Ilebo","PFR",-4.333,20.583
"Lodja","LJA",-3.417,23.45
"Tshikapa","TSH",-6.43833,20.7947
"Basankusu","BSU",1.22472,19.7889
"Kiri","KRZ",-1.435,19.024
"Nioki","NIO",-2.7175,17.6847
"Inongo","INO",-1.94722,18.2858
"Matadi","MAT",-5.79961,13.4404
"Boma","BOA",-5.854,13.064
"Windhoek","ERS",-22.6122,17.0804
"Swakopmund","SWP",-22.6619,14.5681
"Oranjemund","OMD",-28.5847,16.4467
"Ondangwa","OND",-17.8782,15.9526
"Luderitz","LUD",-26.6874,15.2429
"Club Makokola","CMK",-14.3069,35.1325
"Sarh","SRH",9.14444,18.3744
"Cannes","JCA",43.536,7.03736
"Chimoio","VPY",-19.151267,33.428958
"Tchibanga","TCH",-2.85,11.017
"Mouila","MJL",-1.84514,11.0567
"Koulamoutou","KOU",-1.18461,12.4413
"Mocamedes","MSZ",-15.261222,12.146756
"Ondjiva","VPE",-17.043464,15.683822
"Dundo","DUE",-7.40089,20.8185
"Catumbela","CBT",-12.4792,13.4869
"Manja","MJA",-21.417,44.317
"Mandritsara","WMA",-15.817,48.833
"Tsaratanana","TTS",-16.75,47.617
"Mampikony","WMP",-16.049,47.622
"Soalala","DWB",-16.083,45.367
"Ambanja","IVA",-13.65,48.467
"Port Bergé","WPB",-15.583,47.617
"Ambatondrazaka","WAM",-17.8,48.433
"Tsiroanomandidy","WTS",-18.75,46.05
"Tambohorano","WTA",-17.4761,43.9728
"Morafenobe","TVA",-17.85,44.917
"Maintirano","MXT",-18.05,44.033
"Belo sur Tsiribihina","BMD",-19.6867,44.5419
"Ankavandra","JVA",-18.8,45.283
"Antsalova","WAQ",-18.7,44.617
"Moroni","YVA",-11.7108,43.2439
"Solwesi","SLI",-12.1737,26.3651
"Chipata","CIP",-13.5583,32.5872
"Loubomo","DIS",-4.2,12.7
"Tuli Lodge","TLD",-22.1892,29.1269
"Shakawe","SWX",-18.3739,21.8326
"Orapa","ORP",-21.2667,25.3167
"Ghanzi","GNZ",-21.6925,21.6581
"Mafeking","MBD",-25.798444,25.548028
"Malamala","AAM",-24.818111,31.544584
"Mpumalanga","MQP",-25.3832,31.1056
"Johannesburg","QRA",-26.242506,28.151169
"Ventspils","VTS",57.357778,21.544167
"Shire Indasilase","SHC",14.0781,38.2725
"Shilavo","HIL",6.08333,44.7667
"Hemavan","HMV",65.806111,15.082778
"Mohed","SQO",64.960894,17.696583
"Ängelholm","AGH",56.2961,12.8471
"Torsby","TYF",60.157622,12.991269
"Karlstad","KSD",59.4447,13.3374
"Hagfors","HFS",60.020064,13.578908
"Östersund","OSD",63.1944,14.5003
"Lodz","LCJ",51.721881,19.398133
"Bydgoszcz","BZG",53.0968,17.9777
"Værøy","VRY",67.6667,12.6833
"Vardø","VAW",70.355392,31.044889
"Sorkjosen","SOJ",69.7868,20.9594
"Svolvær","SVJ",68.2433,14.6692
"Sogndal","SOG",61.1561,7.13778
"Sandane","SDN",61.83,6.10583
"Røst","RET",67.5278,12.1033
"Rørvik","RVK",64.8383,11.1461
"Mo i Rana","MQN",66.3639,14.3014
"Namsos","OSY",64.4722,11.5786
"Leknes","LKN",68.1525,13.6094
"Sindal","CNL",57.503525,10.229372
"Leixlip","",53.351333,-6.4875
"Dongloe","CFN",55.044192,-8.341
"Raron","",46.3036,7.82333
"Barra","BRR",57.0228,-7.44306
"Angelsey","HLY",53.248097,-4.535339
"Penzance","PZE",50.1281,-5.51845
"Land's End","LEQ",50.1028,-5.67056
"Westray","WRY",59.3503,-2.95
"Lerwick","LWK",60.1922,-1.24361
"Sanday","NDY",59.2503,-2.57667
"Stronsay","SOY",59.1553,-2.64139
"Papa Westray","PPW",59.3517,-2.90028
"North Ronaldsay","NRL",59.3675,-2.43444
"Fair Isle","FIE",59.5358,-1.62806
"Eday","EOI",59.1906,-2.77222
"Campbeltown","CAL",55.4372,-5.68639
"Doncaster, Sheffield","DSA",53.474722,-1.004444
"Nottingham","NQT",52.92,-1.079167
"Seinäjoki / Ilmajoki","SJY",62.6921,22.8323
"Helgoland","HGL",54.1853,7.91583
"Büsum","HEI",54.1533,8.90167
"Heringsdorf","HDF",53.878706,14.152347
"Kumasi","KMS",6.71456,-1.59082
"Guemar","ELU",33.5114,6.77679
"Bordj Badji Mokhtar","BMW",21.375,0.923889
"Béchar","CBH",31.6457,-2.26986
"Batna","BLJ",35.752106,6.308589
"Wollaston Lake","ZWL",58.1069,-103.172
"Churchill Falls","ZUM",53.5619,-64.1064
"Shamattawa","ZTM",55.8656,-92.0814
"Sandy Lake","ZSJ",53.0642,-93.3444
"Round Lake","ZRJ",52.9436,-91.3128
"Sachigo Lake","ZPB",53.8911,-92.1964
"Masset","ZMT",54.0275,-132.125
"Muskrat Dam","MSA",53.4414,-91.7628
"Kashechewan","ZKE",52.2825,-81.6778
"Swan River","ZJN",52.1206,-101.236
"Gods River","ZGI",54.8397,-94.0786
"Fond-Du-Lac","ZFD",59.3344,-107.182
"Eastmain River","ZEM",52.2264,-78.5225
"Bathurst","ZBF",47.6297,-65.7389
"Ilford","ILF",56.0614,-95.6139
"York Landing","ZAC",56.0894,-96.0892
"Salluit","YZG",62.1794,-75.6672
"Whale Cove","YXN",62.24,-92.5981
"Webequie","YWP",52.9597,-87.3689
"Deer Lake","YVZ",52.6558,-94.0614
"Big Trout Lake","YTL",53.8178,-89.8969
"St. Theresa Point","YST",53.8456,-94.8519
"Sanikiluaq","YSK",56.5378,-79.2467
"Stony Rapids","YSF",59.2503,-105.841
"Red Lake","YRL",51.0669,-93.7931
"Gamètì","YRA",64.1161,-117.31
"Nakina","YQN",50.182777,-86.696388
"The Pas","YQD",53.9714,-101.091
"Powell River","YPW",49.8342,-124.5
"Peawanuck","YPO",54.9881,-85.4433
"Pikangikum","YPM",51.8197,-93.9733
"Inukjuak","YPH",58.4719,-78.0769
"Oxford House","YOH",54.9333,-95.2789
"Points North Landing","YNL",58.2767,-104.082
"Norway House","YNE",53.9583,-97.8442
"Wemindji","YNC",53.0106,-78.8311
"Umiujaq","YUD",56.5361,-76.5183
"Chibougamau","YMT",49.7719,-74.5281
"Mary's Harbour","YMH",52.3028,-55.8472
"Kangiqsualujjuaq","XGR",58.7114,-65.9928
"Lutselk'e","YSG",62.4183,-110.682
"Lansdowne House","YLH",52.1956,-87.9342
"Kimmirut","YLC",62.85,-69.8833
"Aupaluk","YPJ",59.2967,-69.5997
"Waskaganish","YKQ",51.4733,-78.7583
"Akulivik","AKV",60.8186,-78.1486
"Island Lake","YIV",53.8572,-94.6536
"Ivujivik","YIK",62.4173,-77.9253
"Chevery","YHR",50.4689,-59.6367
"Hopedale","YHO",55.4483,-60.2286
"Nemiscau","YNS",51.6911,-76.1356
"Vancouver","YHC",49.2944,-123.111
"Quaqtaq","YQC",61.0464,-69.6178
"Grise Fiord","YGZ",76.4261,-82.9092
"Gillam","YGX",56.3575,-94.7106
"Kuujjuarapik","YGW",55.2819,-77.7653
"Igloolik","YGT",69.3647,-81.8161
"Gods Lake Narrows","YGO",54.5589,-94.4914
"Texada","YGB",49.6942,-124.518
"Makkovik","YMN",55.0769,-59.1864
"Fort Hope","YFH",51.5619,-87.9078
"Fort Albany","YFA",52.2014,-81.6969
"Fort Severn","YER",56.0189,-87.6761
"Nain","YDP",56.5492,-61.6803
"Chesterfield Inlet","YCS",63.3469,-90.7311
"Cartwright","YRF",53.6828,-57.0419
"Lourdes-De-Blanc-Sablon","YBX",51.4436,-57.1853
"Uranium City","YBE",59.5614,-108.481
"Lac Du Bonnet","",50.2944,-96.01
"Attawapiskat","YAT",52.9275,-82.4319
"Kangirsuk","YKG",60.0272,-69.9992
"Kasabonika","XKS",53.5247,-88.6428
"Fort Frances","YAG",48.6542,-93.4397
"Cat Lake","YAC",51.7272,-91.8244
"Tarapacá","TCD",-2.867,-69.733
"Apartadó","APO",7.033,-77.2
"Nantong","NTG",32.0708,120.976
"La Tabatière","ZLT",50.8308,-58.9756
"Tête-à-la-Baleine","ZTB",50.6744,-59.3836
"Chisasibi","YKU",53.8056,-78.9169
"Poplar Hill","YHP",52.1133,-94.2556
"Ogoki Post","YOG",51.6586,-85.9017
"Kingfisher Lake","KIF",53.0125,-89.8553
"Bearskin Lake","XBE",53.9656,-91.0272
"North Spirit Lake","YNO",52.49,-92.9711
"Wunnumin Lake","WNN",52.8939,-89.2892
"Angling Lake","YAX",53.8492,-89.5794
"Summer Beaver","SUR",52.7086,-88.5419
"Whatì","YLE",63.1317,-117.246
"Colville Lake","YCK",67.0333,-126.083
"Rigolet","YRG",54.1797,-58.4575
"Port Hope Simpson","YHA",52.5281,-56.2861
"St. Lewis","YFX",52.3728,-55.6739
"Williams Harbour","YWM",52.5669,-55.7847
"Anahim Lake","YAA",52.4525,-125.303
"Whistler","YWS",50.1436,-122.949
"Punta Gorda","PND",16.1024,-88.8083
"Caye Caulker","CUK",17.7347,-88.0325
"Vopnafjörður","VPN",65.7206,-14.8506
"Thorshofn","THO",66.2185,-15.3356
"Puntarenas","DRK",8.71889,-83.6417
"Grímsey","GRY",66.5547,-18.0175
"Uummannaq","JQA",70.7342,-52.6962
"Upernavik","JUV",72.7902,-56.1306
"Sisimiut","JHS",66.9513,-53.7293
"Qaanaaq","NAQ",77.4886,-69.3887
"Narsaq","JNS",60.9167,-46.0586
"Nanortalik","JNN",60.14,-45.2317
"Maniitsoq","JSU",65.4125,-52.9394
"Qaqortoq","JJU",60.7158,-46.0294
"Qeqertarsuaq Airport","JGO",69.2511,-53.5381
"Paamiut","JFR",61.9922,-49.6625
"Neerlerit Inaat","CNP",70.7433,-22.6606
"Alluitsup Paa","LLU",60.4644,-45.5778
"Wapenamanda","WBM",-5.6433,143.895
"Vanimo","VAI",-2.69717,141.302
"Tokua","RAB",-4.34046,152.38
"Tabubil","TBG",-5.27861,141.226
"Tari","TIZ",-5.845,142.948
